regulatoryGene	targetGene	weight	TF_gene	TF
Nitab4.5_0007373g0010	Nitab4.5_0009821g0010	0.042982007	ARF	TF
Nitab4.5_0022090g0010	Nitab4.5_0014121g0010	0.042981823	RWP-RK	TF
Nitab4.5_0010381g0010	Nitab4.5_0000309g0240	0.042958887	bHLH	TF
Nitab4.5_0000238g0080	Nitab4.5_0012445g0030	0.042946709	Tify	TF
Nitab4.5_0007387g0010	Nitab4.5_0001079g0120	0.042931677	C3H	TF
Nitab4.5_0012899g0010	Nitab4.5_0002182g0080	0.04291519	AP2-EREBP	TF
Nitab4.5_0015619g0010	Nitab4.5_0023530g0010	0.042890642	ABI3VP1	TF
Nitab4.5_0004286g0050	Nitab4.5_0000264g0020	0.042868231	C2C2-Dof	TF
Nitab4.5_0005472g0050	Nitab4.5_0000171g0350	0.042867965	NAC	TF
Nitab4.5_0003995g0040	Nitab4.5_0000016g0250	0.042865146	C2C2-Dof	TF
Nitab4.5_0001603g0110	Nitab4.5_0005992g0010	0.042846165	WRKY	TF
Nitab4.5_0003309g0010	Nitab4.5_0003771g0010	0.042843156	zf-HD	TF
Nitab4.5_0008680g0030	Nitab4.5_0000303g0190	0.042833918	bHLH	TF
Nitab4.5_0004154g0040	Nitab4.5_0003476g0010	0.042828109	bHLH	TF
Nitab4.5_0009676g0030	Nitab4.5_0009370g0010	0.042807708	bZIP	TF
Nitab4.5_0000508g0140	Nitab4.5_0000503g0010	0.042807448	WRKY	TF
Nitab4.5_0009395g0020	Nitab4.5_0004166g0050	0.042798793	RWP-RK	TF
Nitab4.5_0001930g0010	Nitab4.5_0005250g0030	0.042769681	mTERF	TF
Nitab4.5_0008488g0010	Nitab4.5_0001646g0050	0.04276472	MYB	TF
Nitab4.5_0006144g0030	Nitab4.5_0000099g0270	0.042764195	MYB	TF
Nitab4.5_0001453g0100	Nitab4.5_0010687g0010	0.042747689	C3H	TF
Nitab4.5_0000508g0140	Nitab4.5_0005722g0010	0.042734286	WRKY	TF
Nitab4.5_0001865g0010	Nitab4.5_0008580g0020	0.042728689	HB	TF
Nitab4.5_0008661g0050	Nitab4.5_0001646g0050	0.042720018	AP2-EREBP	TF
Nitab4.5_0000895g0070	Nitab4.5_0008658g0010	0.042719238	MYB	TF
Nitab4.5_0002003g0070	Nitab4.5_0000633g0030	0.042717937	LOB	TF
Nitab4.5_0027175g0010	Nitab4.5_0000562g0010	0.042707168	C2C2-GATA	TF
Nitab4.5_0001603g0110	Nitab4.5_0000021g0720	0.042688407	WRKY	TF
Nitab4.5_0007375g0020	Nitab4.5_0003779g0100	0.042678986	WRKY	TF
Nitab4.5_0007375g0020	Nitab4.5_0000200g0220	0.042676139	WRKY	TF
Nitab4.5_0000284g0090	Nitab4.5_0021810g0010	0.04267258	TAZ	TF
Nitab4.5_0006144g0030	Nitab4.5_0000673g0080	0.042672539	MYB	TF
Nitab4.5_0001546g0010	Nitab4.5_0005345g0050	0.042672226	Tify	TF
Nitab4.5_0000304g0070	Nitab4.5_0005460g0010	0.042668992	ARF	TF
Nitab4.5_0005914g0020	Nitab4.5_0009585g0020	0.042664748	NAC	TF
Nitab4.5_0009514g0070	Nitab4.5_0005161g0080	0.042657235	PLATZ	TF
Nitab4.5_0005993g0040	Nitab4.5_0000008g0270	0.04265574	NAC	TF
Nitab4.5_0002760g0050	Nitab4.5_0002612g0100	0.042646772	bZIP	TF
Nitab4.5_0000673g0080	Nitab4.5_0005901g0010	0.042630145	MYB	TF
Nitab4.5_0000258g0210	Nitab4.5_0014466g0010	0.042628692	bHLH	TF
Nitab4.5_0000040g0110	Nitab4.5_0000978g0100	0.042626105	NAC	TF
Nitab4.5_0002234g0050	Nitab4.5_0000932g0020	0.042620638	GRAS	TF
Nitab4.5_0002881g0030	Nitab4.5_0013376g0010	0.042619444	bHLH	TF
Nitab4.5_0002289g0130	Nitab4.5_0024309g0010	0.042613086	AP2-EREBP	TF
Nitab4.5_0000644g0190	Nitab4.5_0001758g0030	0.042599131	C3H	TF
Nitab4.5_0002304g0070	Nitab4.5_0003249g0020	0.042591724	C2C2-GATA	TF
Nitab4.5_0002419g0060	Nitab4.5_0004861g0040	0.042586818	AP2-EREBP	TF
Nitab4.5_0002016g0030	Nitab4.5_0009939g0010	0.042578808	HSF	TF
Nitab4.5_0009714g0010	Nitab4.5_0005250g0030	0.04255581	MYB	TF
Nitab4.5_0001555g0080	Nitab4.5_0011140g0010	0.042536033	DBP	TF
Nitab4.5_0000280g0010	Nitab4.5_0009820g0050	0.042531766	AP2-EREBP	TF
Nitab4.5_0003076g0070	Nitab4.5_0007373g0020	0.042517294	C3H	TF
Nitab4.5_0005233g0040	Nitab4.5_0018960g0010	0.042496999	AP2-EREBP	TF
Nitab4.5_0001180g0220	Nitab4.5_0001565g0040	0.042495679	MYB	TF
Nitab4.5_0003182g0070	Nitab4.5_0002926g0030	0.042484136	MADS	TF
Nitab4.5_0007330g0040	Nitab4.5_0002367g0170	0.042465037	DBP	TF
Nitab4.5_0010633g0050	Nitab4.5_0001255g0040	0.04244688	MYB	TF
Nitab4.5_0005990g0020	Nitab4.5_0003322g0020	0.04244164	AP2-EREBP	TF
